"consolidation","contest","candidate","type","votes"
"110550-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",8
"110550-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",496
"110550-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"110550-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",346
"110550-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",43
"110560-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"110560-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",20
"110560-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",617
"110560-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"110560-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",404
"110560-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",38
"110600-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"110600-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",13
"110600-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",543
"110600-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"110600-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",346
"110600-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",29
"110620-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"110620-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",10
"110620-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",602
"110620-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",2
"110620-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",406
"110620-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",32
"110630-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"110630-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",11
"110630-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",434
"110630-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"110630-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",297
"110630-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",40
"110670-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"110670-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",18
"110670-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",636
"110670-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",4
"110670-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",437
"110670-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",54
"110680-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"110680-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",14
"110680-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",578
"110680-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",2
"110680-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",455
"110680-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",40
"110690-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"110690-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",19
"110690-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",485
"110690-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"110690-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",331
"110690-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",41
"110700-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"110700-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",9
"110700-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",557
"110700-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"110700-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",428
"110700-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",50
"110740-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"110740-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",13
"110740-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",551
"110740-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"110740-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",403
"110740-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",46
"110760-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"110760-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",8
"110760-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",254
"110760-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"110760-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",188
"110760-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",21
"110800-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"110800-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",17
"110800-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",410
"110800-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"110800-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",282
"110800-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",33
"110900-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"110900-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",9
"110900-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",434
"110900-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"110900-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",291
"110900-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",33
"110910-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"110910-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",4
"110910-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",432
"110910-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"110910-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",423
"110910-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",38
"110960-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"110960-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",16
"110960-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",628
"110960-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"110960-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",395
"110960-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",35
"110980-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"110980-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",9
"110980-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",438
"110980-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"110980-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",223
"110980-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",27
"111000-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"111000-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",9
"111000-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",385
"111000-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"111000-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",275
"111000-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",24
"111100-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"111100-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",13
"111100-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",626
"111100-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",2
"111100-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",289
"111100-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",31
"111110-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"111110-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",12
"111110-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",682
"111110-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"111110-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",486
"111110-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",66
"111130-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"111130-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",10
"111130-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",777
"111130-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"111130-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",359
"111130-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",56
"111170-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"111170-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",15
"111170-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",527
"111170-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"111170-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",368
"111170-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",33
"111180-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"111180-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",11
"111180-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",797
"111180-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"111180-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",449
"111180-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",47
"111210-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"111210-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",8
"111210-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",440
"111210-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"111210-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",225
"111210-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",19
"111310-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"111310-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",9
"111310-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",590
"111310-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"111310-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",254
"111310-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",42
"111330-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"111330-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",13
"111330-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",475
"111330-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"111330-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",244
"111330-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",39
"111350-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"111350-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",4
"111350-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",321
"111350-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"111350-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",176
"111350-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",20
"111360-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"111360-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",7
"111360-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",706
"111360-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",2
"111360-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",310
"111360-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",33
"111380-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"111380-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",8
"111380-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",724
"111380-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"111380-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",452
"111380-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",38
"111500-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"111500-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",14
"111500-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",774
"111500-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"111500-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",388
"111500-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",43
"111520-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"111520-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",10
"111520-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",584
"111520-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"111520-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",314
"111520-RHO PENASQUITOS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",73
"115030-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"115030-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",11
"115030-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",669
"115030-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",2
"115030-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",248
"115030-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",30
"115040-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"115040-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",6
"115040-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",389
"115040-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"115040-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",191
"115040-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",30
"115060-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"115060-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",17
"115060-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",633
"115060-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"115060-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",299
"115060-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",51
"115070-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"115070-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",5
"115070-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",402
"115070-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",2
"115070-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",225
"115070-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",19
"115090-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"115090-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",13
"115090-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",531
"115090-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"115090-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",280
"115090-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",20
"115100-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"115100-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",13
"115100-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",495
"115100-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",2
"115100-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",260
"115100-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",42
"115120-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"115120-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"115120-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",150
"115120-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"115120-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",144
"115120-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",13
"115130-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"115130-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",19
"115130-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",888
"115130-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"115130-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",384
"115130-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",53
"115150-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"115150-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",15
"115150-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",600
"115150-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"115150-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",298
"115150-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",47
"115180-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"115180-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",14
"115180-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",737
"115180-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",2
"115180-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",351
"115180-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",45
"115190-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"115190-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",10
"115190-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",400
"115190-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"115190-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",230
"115190-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",26
"115200-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"115200-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",14
"115200-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",539
"115200-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"115200-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",198
"115200-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",39
"115210-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"115210-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",17
"115210-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",645
"115210-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"115210-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",266
"115210-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",27
"115280-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"115280-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",6
"115280-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",374
"115280-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",2
"115280-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",213
"115280-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",13
"115300-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"115300-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",11
"115300-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",736
"115300-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"115300-DEL MAR HEIGHTS","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",313
