"consolidation","contest","candidate","type","votes"
"999466-ENCINITAS-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999466-ENCINITAS-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999467-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999467-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999467-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",39
"999467-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999467-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",13
"999467-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",1
"999468-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999468-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999468-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999468-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999468-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999468-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999469-SOLANA BEACH-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999469-SOLANA BEACH-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999469-SOLANA BEACH-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999469-SOLANA BEACH-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999469-SOLANA BEACH-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",2
"999469-SOLANA BEACH-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999470-SOLANA BEACH-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999470-SOLANA BEACH-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999470-SOLANA BEACH-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999470-SOLANA BEACH-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999470-SOLANA BEACH-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999470-SOLANA BEACH-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999471-SOLANA BEACH-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999471-SOLANA BEACH-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999471-SOLANA BEACH-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999471-SOLANA BEACH-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999471-SOLANA BEACH-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999471-SOLANA BEACH-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999472-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999472-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999472-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",3
"999472-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999472-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999472-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999473-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999473-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",3
"999473-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",70
"999473-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"999473-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",14
"999473-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",5
"999474-IMPERIAL BEACH-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999474-IMPERIAL BEACH-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999474-IMPERIAL BEACH-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",2
"999474-IMPERIAL BEACH-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999474-IMPERIAL BEACH-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999474-IMPERIAL BEACH-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999475-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999475-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999475-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999475-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999475-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999475-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999476-CORONADA-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999476-CORONADA-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",1
"999476-CORONADA-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",12
"999476-CORONADA-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999476-CORONADA-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",24
"999476-CORONADA-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",2
"999477-CORONADA-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999477-CORONADA-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999477-CORONADA-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999477-CORONADA-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999477-CORONADA-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999477-CORONADA-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999478-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999478-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",7
"999478-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",237
"999478-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999478-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",226
"999478-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",17
"999479-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999479-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999479-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999479-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999479-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999479-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999480-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999480-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",1
"999480-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",2
"999480-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999480-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",6
"999480-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999481-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999481-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999481-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",2
"999481-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999481-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",2
"999481-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999482-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999482-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999482-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",2
"999482-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"999482-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",7
"999482-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999483-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999483-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",7
"999483-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",87
"999483-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"999483-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",49
"999483-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",11
"999484-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999484-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999484-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",8
"999484-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999484-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999484-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999485-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999485-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",5
"999485-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",105
"999485-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999485-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",38
"999485-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",10
"999486-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999486-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999486-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999486-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999486-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999486-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999487-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999487-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",4
"999487-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",102
"999487-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999487-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",32
"999487-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",11
"999488-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999488-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999488-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",13
"999488-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999488-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",6
"999488-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",3
"999489-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999489-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999489-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",1
"999489-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999489-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",4
"999489-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",1
"999490-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999490-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999490-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",2
"999490-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999490-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999490-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999491-VBM-AV","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999491-VBM-AV","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999491-VBM-AV","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999491-VBM-AV","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999491-VBM-AV","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999491-VBM-AV","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999492-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999492-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999492-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999492-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999492-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999492-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999493-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999493-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999493-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999493-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999493-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999493-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999494-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999494-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999494-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999494-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999494-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",2
"999494-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999495-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999495-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999495-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999495-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999495-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",1
"999495-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999496-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999496-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",1
"999496-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",45
"999496-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999496-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",13
"999496-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",1
"999497-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999497-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",6
"999497-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",191
"999497-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"999497-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",76
"999497-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",11
"999498-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999498-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",5
"999498-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",73
"999498-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999498-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",13
"999498-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",9
"999499-NATIONAL CITY-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999499-NATIONAL CITY-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",1
"999499-NATIONAL CITY-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",8
"999499-NATIONAL CITY-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999499-NATIONAL CITY-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",14
"999499-NATIONAL CITY-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999500-VBM-AV","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999500-VBM-AV","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999500-VBM-AV","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999500-VBM-AV","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999500-VBM-AV","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999500-VBM-AV","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999501-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999501-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999501-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999501-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999501-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999501-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999502-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999502-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999502-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",107
"999502-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"999502-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",42
"999502-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",4
"999503-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999503-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999503-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999503-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999503-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999503-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999504-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999504-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999504-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",97
"999504-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"999504-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",49
"999504-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",2
"999505-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999505-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999505-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999505-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999505-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999505-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999506-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999506-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999506-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999506-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999506-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999506-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999507-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999507-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999507-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",3
"999507-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999507-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",1
"999507-UNINCORPORATED-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999508-VBM-AV","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999508-VBM-AV","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999508-VBM-AV","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999508-VBM-AV","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999508-VBM-AV","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999508-VBM-AV","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999509-VBM-AV","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999509-VBM-AV","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999509-VBM-AV","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",0
"999509-VBM-AV","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"999509-VBM-AV","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",0
"999509-VBM-AV","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",0
"999510-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999510-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",4
"999510-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",79
"999510-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",2
"999510-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",73
"999510-SAN DIEGO-VBM","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",9
"999511-EL CAJON-VBM","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"999511-EL CAJON-VBM","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",0
"999511-EL CAJON-VBM","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",2
